N,alpha,M,conc_succ_prob,kappa_med,sigma_rel_med,sigma_abs_med,max_w_95per,pos_prob,nan_prob
8,5.5,92,0.0,0.7960617991123251,5.45470528323135,4.8292358958444215,24.291246472415565,0.068,0.0
8,5.875,98,0.0,0.7932402344019376,5.404902714131185,4.865786883988832,21.68749138128503,0.066,0.0
8,6.25,104,0.0,0.7892715251776681,5.351957127073479,4.481263959891312,20.2364216667351,0.073,0.0
8,6.625,111,0.0,0.7847585002342374,5.256069192946706,4.709970172725582,21.926485405909283,0.062,0.0
8,7.0,117,0.0,0.783152906706503,5.07498261538639,4.188108208273822,17.638164428482398,0.089,0.0
8,7.375,123,0.0,0.7830661100630573,5.1249912692615265,4.428698005559292,20.280517146611547,0.087,0.0
8,7.75,129,0.0,0.7809741848739703,5.113630581823276,4.096552158190605,18.302742199619857,0.076,0.0
8,8.125,136,0.0,0.7782197300246274,5.007297882206303,4.066635269210779,17.42862026652172,0.092,0.0
8,8.5,142,0.0,0.7778834145028617,5.154062457212332,4.078772264462174,18.261583076536617,0.081,0.0
8,8.875,148,0.0,0.7770095734262576,5.168246089962784,3.9297885396751875,16.15324414709529,0.071,0.0
8,9.25,154,0.0,0.7763073662888627,5.255171398303085,4.101770731331585,16.467434382299004,0.084,0.0
8,9.625,161,0.0,0.7737999110559999,4.827132933222863,3.99779322070452,15.812599109800047,0.083,0.0
8,10.0,167,0.0,0.7739283268860888,5.04038693214866,4.230303102478548,17.150868939701734,0.091,0.0
10,1.0,24,0.0,48.19940013890417,507.45229179476553,162.33408115757908,2899.692354525106,0.001,0.0
10,1.375,32,0.0,25.170081489166897,303.8110371073437,96.380393897771,948.0479035124066,0.002,0.0
10,1.75,41,0.0,14.511465072817085,219.4602833016018,62.08123647451135,586.2504271839493,0.001,0.0
10,2.125,49,0.0,10.67941883678413,145.42988558310873,50.03648205021733,423.68406595557553,0.006,0.0
10,2.5,58,0.0,7.680573519366417,122.67122435063332,40.54010873798873,252.41320457688238,0.007,0.0
10,2.875,67,0.0,5.339008739081445,84.46252766915491,30.33877753387906,197.9036200442759,0.007,0.0
10,3.25,75,0.0,4.52285869970846,71.95253555391885,27.683614327421637,170.59594932104162,0.011,0.0
10,3.625,84,0.0,3.486333622278596,63.36990448318002,22.63799862600637,146.00228374662868,0.007,0.0
10,4.0,93,0.0,3.2283764442440366,53.18648301675533,22.513665695636313,141.8409751133315,0.014,0.0
10,4.375,101,0.0,2.5564139000068424,43.54337585905427,18.669050497631716,105.49060262212612,0.012,0.0
10,4.75,110,0.0,2.414071633913151,41.2612440221244,18.618994793099915,115.93560667294116,0.012,0.0
10,5.125,119,0.0,2.264074639126476,37.967720646802285,17.9473303948106,99.47815758075261,0.023,0.0
10,5.5,127,0.0,2.000325734888112,35.28888215724728,16.85691081779583,97.0999444763568,0.024,0.0
10,5.875,136,0.0,1.9131344549916651,35.1015725136415,17.177828689684414,88.06296617929276,0.019,0.0
10,6.25,144,0.0,1.6584894990639327,29.525729630223385,15.20545443095159,79.65014196238165,0.031,0.0
10,6.625,153,0.0,1.6100634785019488,28.816891825568305,15.102947227400536,81.80933722725254,0.033,0.0
10,7.0,162,0.0,1.4735717464277842,26.43257704782372,13.751335016689838,81.00252809620544,0.03,0.0
10,7.375,170,0.0,1.402379191504937,26.496154409826485,13.444748235855727,78.47145796101823,0.029,0.0
10,7.75,179,0.0,1.4371723667381682,28.037627636255884,14.482640820551143,65.5423060408773,0.037,0.0
10,8.125,188,0.0,1.3034802839060555,22.859683469056776,13.576772881310042,69.4913286279546,0.039,0.0
10,8.5,196,0.0,1.2443573576859164,21.566872603594078,12.768122923519602,60.40911215809447,0.056,0.0
10,8.875,205,0.0,1.1474273565732909,19.975656369741472,12.11795514255423,61.71189517777079,0.05,0.0
10,9.25,213,0.0,1.1536626826442073,21.04627639078437,12.41728468013909,55.593192155141274,0.049,0.0
10,9.625,222,0.0,1.1002044466599306,19.159372277543522,12.198115717178313,58.33779912134622,0.059,0.0
10,10.0,231,0.0,1.0603451949055724,17.979398594212235,11.696992106837275,57.32999108740776,0.057,0.0
12,1.0,30,0.0,599.7819965507144,6391.8187919781085,2222.1284571800115,35773.45290882609,0.0,0.0
12,1.375,42,0.0,177.8932009330021,2583.583861316023,776.334842993215,10836.14410098531,0.0,0.0
12,1.75,53,0.0,94.8076825736047,1501.874070503125,476.17658147726337,5723.275062999404,0.0,0.0
